,correct_sentence,wrong_sentence
12005,애정을 느끼니까 결혼하게 되었다고 보아야지.,애정을느끼니까결혼하게되었다고보아야지.
12006,형이 나에게 사과를 깎아 보인다.,형이나에게사과를깎아보인다.
12007,형이 나에게 사과를 깎아서 보인다.,형이나에게사과를깎아서보인다.
12008,불안감은 어김없이 현실로 나타나고는 한다.,불안감은어김없이현실로나타나고는한다.
12009,버스에 탔던 사람이 손을 흔들었다.,버스에탔던사람이손을흔들었다.
12010,김 선생은 자기가 직접 차를 운전한다.,김선생은자기가직접차를운전한다.
12011,자기가 김 선생은 직접 차를 운전한다.,자기가김선생은직접차를운전한다.
12012,널 기다리느라 눈이 빠지겠다.,널기다리느라눈이빠지겠다.
12013,널 기다리느라 눈이 빠졌다.,널기다리느라눈이빠졌다.
12014,철수가 재빨리 뛰어갔다.,철수가재빨리뛰어갔다.
12015,철수가 빨리 뛰어갔다.,철수가빨리뛰어갔다.
12016,자주 바쁘다.,자주바쁘다.
12017,날이 밝아 버려서 좋다.,날이밝아버려서좋다.
12018,그녀는 안 가야 한다.,그녀는안가야한다.
12019,그녀는 가야 안 한다.,그녀는가야안한다.
12020,영희가 물을 마셨어도 자기가 목이 계속 말랐다.,영희가물을마셨어도자기가목이계속말랐다.
12021,영희가 물을 마셨어도 영희가 목이 계속 말랐다.,영희가물을마셨어도영희가목이계속말랐다.
12022,그러한 환영은 그 여자의 생활 속에 깊숙이 배어 있어서 아무것도 바꿀 수 없었다.,그러한환영은그여자의생활속에깊숙이배어있어서아무것도바꿀수없었다.
12023,어머니는 아이에게 울지 말라고 달랬다.,어머니는아이에게울지말라고달랬다.
12024,어머니는 아이가 울 것을 달랬다.,어머니는아이가울것을달랬다.
12025,그는 갸름하게 빠진 흰 얼굴에 콧날이 날카로워 보였다.,그는갸름하게빠진흰얼굴에콧날이날카로워보였다.
12026,그는 갸름하게 빠지는 흰 얼굴에 콧날이 날카로워 보였다.,그는갸름하게빠지는흰얼굴에콧날이날카로워보였다.
12027,진기는 한계령 길로 설악산 대청봉에 올랐다.,진기는한계령길로설악산대청봉에올랐다.
12028,진기는 한계령 길을 설악산 대청봉에 올랐다.,진기는한계령길을설악산대청봉에올랐다.
12029,철수가 부자이다.,철수가부자이다.
12030,철수가 부자하다.,철수가부자하다.
12031,그동안 더러 혼처가 나서기는 했어도 성사는 되지 않았다.,그동안더러혼처가나서기는했어도성사는되지않았다.
12032,그동안 더러 혼처가 나서기는 해도 성사는 되지 않았다.,그동안더러혼처가나서기는해도성사는되지않았다.
12033,내가 너를 마구 때려 주마.,내가너를마구때려주마.
12034,내가 너를 마구 때려 주더라.,내가너를마구때려주더라.
12035,직장인들이 출근할 때 자전거는 이용한다.,직장인들이출근할때자전거는이용한다.
12036,직장인들이 출근할 때 이용하는 것은 자전거는이다.,직장인들이출근할때이용하는것은자전거는이다.
12037,"철수는 연필을 책상에 두었고, 영희도 그리했다.","철수는연필을책상에두었고,영희도그리했다."
12038,"철수는 연필을 책상에 두었고, 영희도 연필을 책상에 그리했다.","철수는연필을책상에두었고,영희도연필을책상에그리했다."
12039,철수가 착한 학생이다.,철수가착한학생이다.
12040,철수가 착하게 학생이다.,철수가착하게학생이다.
12041,독자들이 눈도장 찍기 행태에 머물렀다.,독자들이눈도장찍기행태에머물렀다.
12042,눈도장을 찍기 행태에 머물렀다.,눈도장을찍기행태에머물렀다.
12043,바람에 나뭇잎이 나부끼고 있다.,바람에나뭇잎이나부끼고있다.
12044,바람에 나뭇잎이 나부끼는 중이다.,바람에나뭇잎이나부끼는중이다.
12045,그가 죄를 덮어썼다.,그가죄를덮어썼다.
12046,그가 죄를 덮어서 썼다.,그가죄를덮어서썼다.
12047,지수는 친구 소개로 잠깐 마주쳤던 정인을 미인으로 생각한다.,지수는친구소개로잠깐마주쳤던정인을미인으로생각한다.
12048,지수는 미인으로 친구 소개로 잠깐 마주쳤던 정인을 생각한다.,지수는미인으로친구소개로잠깐마주쳤던정인을생각한다.
12049,철수는 도서관 앞에 있다.,철수는도서관앞에있다.
12050,철수는 도서관 앞에 있으려고 노력한다.,철수는도서관앞에있으려고노력한다.
12051,포수가 다가오자 위험을 느낀 새가 높이 날았다.,포수가다가오자위험을느낀새가높이날았다.
12052,포수가 다가오자 위험을 느낀 새가 높이 갔다.,포수가다가오자위험을느낀새가높이갔다.
12053,이 지갑에 돈이 있다.,이지갑에돈이있다.
12054,이 지갑이 돈이 있다.,이지갑이돈이있다.
12055,그들은 차를 마시고 일을 했다.,그들은차를마시고일을했다.
12056,"그들은 일을, 차를 마시고, 했다.","그들은일을,차를마시고,했다."
12057,어떻게 할지 생각해 봤어?,어떻게할지생각해봤어?
12058,어떡할지 생각해 봤어?,어떡할지생각해봤어?
12059,누가 하느님을 보았다 하는가?,누가하느님을보았다하는가?
12060,"맞선 본 여자가 예뻤어 봐, 당장 결혼하쟀지.","맞선본여자가예뻤어봐,당장결혼하쟀지."
12061,"맞선 본 여자가 예뻤어 보면, 당장 결혼하쟀지.","맞선본여자가예뻤어보면,당장결혼하쟀지."
12062,그는 하던 말을 멈추고 잠시 생각에 잠겼다.,그는하던말을멈추고잠시생각에잠겼다.
12063,그는 했던 말을 멈추고 잠시 생각에 잠겼다.,그는했던말을멈추고잠시생각에잠겼다.
12064,철수가 귀고리를 귀에 걸었다.,철수가귀고리를귀에걸었다.
12065,철수가 귀고리를 귀 걸었다.,철수가귀고리를귀걸었다.
12066,내가 범인을 잡아봤자 누구 알아주는 사람 있냐고.,내가범인을잡아봤자누구알아주는사람있냐고.
12067,내가 범인을 잡았다고 했자 누구 알아주는 사람 있냐고.,내가범인을잡았다고했자누구알아주는사람있냐고.
12068,어리석게도 사람들이 영수가 바보라고 믿는다.,어리석게도사람들이영수가바보라고믿는다.
12069,그는 갈비를 먹고 싶어 한다.,그는갈비를먹고싶어한다.
12070,그는 갈비를 먹고 싶다.,그는갈비를먹고싶다.
12071,날이 새 간다.,날이새간다.
12072,날이 새 온다.,날이새온다.
12073,은행에서라야 통장을 만들 수 있습니다.,은행에서라야통장을만들수있습니다.
12074,은행에서이라면 통장을 만들 수 있습니다.,은행에서이라면통장을만들수있습니다.
12075,사랑에는 고통이 따르기 마련이다.,사랑에는고통이따르기마련이다.
12076,사랑에는 고통이 따르기도 마련이다.,사랑에는고통이따르기도마련이다.
12077,네가 지난 가을에 미국에 갔던가?,네가지난가을에미국에갔던가?
12078,네가 지난 가을에 미국에 가더냐?,네가지난가을에미국에가더냐?
12079,섭은 오늘따라 경이가 좀 이상하다 싶어 옆얼굴을 바라보았으나…….,섭은오늘따라경이가좀이상하다싶어옆얼굴을바라보았으나…….
12080,섭은 오늘에 따라 경이가 좀 이상하다 싶어 옆얼굴을 바라보았으나 경이는 태연했다.,섭은오늘에따라경이가좀이상하다싶어옆얼굴을바라보았으나경이는태연했다.
12081,풍선 불기는 놀이 방법의 일종이다.,풍선불기는놀이방법의일종이다.
12082,진기가 지갑을 탁자 위에 놓았다.,진기가지갑을탁자위에놓았다.
12083,진기가 지갑을 탁자 위에서 놓았다.,진기가지갑을탁자위에서놓았다.
12084,어처구니가 없다.,어처구니가없다.
12085,어처구니가 있다.,어처구니가있다.
12086,네가 그렇게 까다롭게 구니까 걔가 널 떠났지.,네가그렇게까다롭게구니까걔가널떠났지.
12087,네가 지금 그렇게 까다롭게 구니까 걔가 널 떠났지.,네가지금그렇게까다롭게구니까걔가널떠났지.
12088,철수는 책상보를 덮었다.,철수는책상보를덮었다.
12089,책상에 책상보를 덮었다.,책상에책상보를덮었다.
12090,깡패가 철수를 마구 때렸다.,깡패가철수를마구때렸다.
12091,철수가 깡패에게 마구 때려졌다.,철수가깡패에게마구때려졌다.
12092,공장 안이 인부들의 가족들로 매우 붐볐다.,공장안이인부들의가족들로매우붐볐다.
12093,공장 안에 인부들의 가족들이 매우 붐볐다.,공장안에인부들의가족들이매우붐볐다.
12094,나는 지금 피자를 세 조각 먹었다.,나는지금피자를세조각먹었다.
12095,누나는 국어 교사이나 동생은 수학 교사이다.,누나는국어교사이나동생은수학교사이다.
12096,누나는 국어 교사나 동생은 수학 교사이다.,누나는국어교사나동생은수학교사이다.
12097,김 씨가 그를 밀어서 선거에 떨어졌다.,김씨가그를밀어서선거에떨어졌다.
12098,그 녀석은 정신 상태가 썩어 빠졌어.,그녀석은정신상태가썩어빠졌어.
12099,그 녀석은 정신 상태가 썩어 빠진다.,그녀석은정신상태가썩어빠진다.
12100,간담이 서늘하다.,간담이서늘하다.
12101,간담이 쌀쌀하다.,간담이쌀쌀하다.
12102,여행 기간이 길어 버려서 싫다.,여행기간이길어버려서싫다.
12103,여행 기간이 길어 버려서 좋다.,여행기간이길어버려서좋다.
12104,문제는 단순히 물난리에 대한 걱정만으로 끝나는 것도 아니다.,문제는단순히물난리에대한걱정만으로끝나는것도아니다.
12105,문제는 단순히 물난리에 대한 걱정만 끝나는 것도 아니다.,문제는단순히물난리에대한걱정만끝나는것도아니다.
12106,엄마 돈도 떼어먹니?,엄마돈도떼어먹니?
12107,엄마 돈도 떼어먹어 먹니?,엄마돈도떼어먹어먹니?
12108,나는 밥은 먹고 빵은 안 먹어.,나는밥은먹고빵은안먹어.
12109,나는 빵은 먹고 빵은 안 먹어.,나는빵은먹고빵은안먹어.
12110,선생님께서 도착하셨음이 분명하다.,선생님께서도착하셨음이분명하다.
12111,선생님께서 도착하시겠음이 분명하다.,선생님께서도착하시겠음이분명하다.
12112,내일 방문하는 집은 부모님이 좀 까다로운 편이래.,내일방문하는집은부모님이좀까다로운편이래.
12113,어제 방문하는 집은 좀 까다로웠어.,어제방문하는집은좀까다로웠어.
12114,언어학개론 강의가 3교시에 302호에서 있다.,언어학개론강의가3교시에302호에서있다.
12115,언어학개론 강의가 3교시에 302호에서 있는다.,언어학개론강의가3교시에302호에서있는다.
12116,비가 오기 시작했다.,비가오기시작했다.
12117,내가 그를 마구 때려 주었어.,내가그를마구때려주었어.
12118,내가 너를 마구 때려 주었어.,내가너를마구때려주었어.
12119,철수가 도랑을 건너갔다.,철수가도랑을건너갔다.
12120,철수가 집으로 도랑을 건너갔다.,철수가집으로도랑을건너갔다.
12121,그가 나의 책을 빌려 갔다.,그가나의책을빌려갔다.
12122,그가 나는 책을 빌려 갔다.,그가나는책을빌려갔다.
12123,그가 페인트를 벽에 칠했다.,그가페인트를벽에칠했다.
12124,그가 페인트를 벽을 칠했다.,그가페인트를벽을칠했다.
12125,철수가 내 책상에 갔다.,철수가내책상에갔다.
12126,철수가 내 책상을 갔다.,철수가내책상을갔다.
12127,쌍둥이가 예뻐 놓으니 사진이라도 갖고 있어야겠다.,쌍둥이가예뻐놓으니사진이라도갖고있어야겠다.
12128,쌍둥이가 예뻐 두니 사진이라도 갖고 있어야겠다.,쌍둥이가예뻐두니사진이라도갖고있어야겠다.
12129,눈이 펄펄 내리다.,눈이펄펄내리다.
12130,눈이 팔팔 내리다.,눈이팔팔내리다.
12131,철수는 누구나 만나지 않는다.,철수는누구나만나지않는다.
12132,철수는 누구를나 만나지 않는다.,철수는누구를나만나지않는다.
